tt0133093	The Matrix	1999	movie	Action,Sci-Fi	
tt0365467	Making 'The Matrix'	1999	tvShort	Documentary,Sci-Fi,Short	
tt0438231	The Matrix: The Movie Special	1999	tvMovie	Action	
tt0594933	The Making of 'The Matrix'	1999	tvEpisode	Documentary,Short	
tt0701636	The Matrix/10 Things I Hate About You/Cookie's Fortune/The Out-of-Towners/The Dreamlife of Angels	1999	tvEpisode	Talk-Show	
tt5319308	The Matrix: Follow the White Rabbit	1999	video	Documentary,Short	
